indice,estrelas,comentario,qtd_estrelas,avaliacao,tamanho_comentario
192,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"This course teaches in-depth knowledge of sequence models in natural language processing and speech regocnition . The programming excercises and the quizzes provide more content to furthur your grasp on the matter . The progamming exercises being totally in Keras , provides a clear analogy of how LSTM s and GRU s , work along with attention models introduced in the last week. You also have to implement  a LSTM and RNN from scratch in Numpy , which provides for the basic knowledge how these architectures actually work. Overall , it was a great experience and taking this course should be a pre-requisite for all learning in NLP. ",5,1,634
193,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Whew! This was very interesting and challenging. I have a huge backlog of things I need to go back and read up on and better understand. I really appreciate the work that Andrew and his team put into these courses.  The lectures were very well paced and clear. His temperament is exemplary for a teacher and his subject knowledge comes across.  I found the exercises really well thought out and beautifully crafted. The coding style could not have been more clear and the consistency made it understandable despite the complexity of the subject and the limited time to delve into the mechanics of Keras and the Python tools. Bravo!,5,1,631
194,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"The last course is in this series does not disappoint. I found this course to be more difficult than the others; likely because I had very little prior exposure to recurrent neural networks. However, this course is worth the effort as it opens up a realm of new possibilities; text, audio & time-series data. Whether you need to detect, classify or translate sequences, or even generate new sequences in the vein of some examples, this course is for you. There are several high-level APIs for performing these tasks but having a deeper understanding of what these APIs are doing is invaluable to your success. Take this course.",5,1,627
195,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"An extremely well thought off and comprehensive introduction to sequence models, with examples taken from the most important/interesting application domains. Andrew NG's clarity of exposition is absolutely wonderful on such an otherwise complex area. The assignments are very cleverly chosen and helped me to finally get to grips with Keras. This being a new course, the assignment notebooks had a few minor issues that are well known by now and documented in forums and erratas, and will likely be fixed in subsequent reruns. Nevertheless, given the breadth and quality of the content, 5 starts are absolutely well deserved.",5,1,625
196,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"This was, in my opinion, the best of the 5 courses. Actually, here's how I'd rank the courses (from best to worse): ",5,1,116
197,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"This course, undoubtedly, has the toughest assignments compared to all the previous courses. The content is rich and informative. Again, pay close attention to the hints given in the programming exercises. If you don't follow, check the Discussion Forums to get a hint. Professor Andrew, your teaching is absolutely sublime - Crisp and concise. Personally, I would have loved an entire week dedicated to Attention Models as the entire concept seemed a bit rushed. Other than that, I have absolutely no qualms! For the people who are enrolling for THIS course only - make sure you're pretty good with Python and Keras.",5,1,617
198,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Remarkably lucid exposition of complex learning architectures with directly applicable programming exercises.  Highest recommendation. Thanks to the deep learning.ai staff for putting this entire specialization together and sharing their abundantly clear mastery of the subjects.,5,1,279
199,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Some of the lectures were not quite up to par with professor Ng's standard.  Some of the programming assignments were hard to follow and missing some details.  Nevertheless, I came away with good understanding of sequence models and RNN.  I can't thank enough.  5 stars from me.",5,1,278
200,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"This is very logical and especially the addition of probability between the words to improve predictions.  It will be interesting to compare language , which language is easier to predict and why and study backward- how human creates them.  We might learn something unexpected.",5,1,277
201,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"The lectures were super informative. It's almost unreal how easily he explains such difficult concepts, such they look a child's play. The coding assignments are incredibly informative and super interesting. I am very thankful for this specialization that it taught me so much",5,1,276
202,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Before starting the course, I wanted to have a strong knowledge of the basics of Natural Language Processing as I wanted to specialize in this domain. I am thoroughly satisfied at the end of this course. This course has given me the confidence to dive deeper into this domain.",5,1,276
203,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Course of lectures are excellent, but please fix the following problem",5,1,70
204,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"I'll remain forever indebted to Andrew and his team for preparing this rigorous course. I can imagine the effort put in designing video lectures, going through research papers, crafting out these well-knit coding exercises. He has democratized AI and education in true sense.",5,1,275
205,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Such a great course. It explains everything from scratch and teach you how to code in numpy (scratch) and how to code in keras to build high performance system (instead of tiny datasets).,5,1,187
206,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"This a the last and the most anticipated course for me. It's hard, informative and most useful. I've got chance to learn some popular and powerful methods within the years, like word embedding and attention mechanism. I start to understand the way deep learning community deal with NLP, i.e., ingenious design of network structure inspired by the pattern human beings perceive the world. It doesn't enjoy solid foundation as statistical learning does, but is works and suitable for engineering. That's astonishing! I hope I can combine deep learning with traditional methods to better understand NLP.",5,1,600
207,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"I just want to say Thanks to Andrew and the team for a great content. I may not be able to create award winning NLP models after this course, but I have learned a bunch about them. Lots of work went into creating great videos and even more in creating the programming projects. I really appreciate the format of the programming assignments. For someone with not much experience in DL, they were pretty close to perfect: I felt I was not left to fend for myself, yet they were not overly simple and forced me to solidify what was thought in the lectures and learn better. Thank You Andrew and team!",5,1,597
209,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"I appreciate all the hard work and
effort Andrew and his team puts in all his material.",5,1,87
210,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"A great introduction to Recurrent Neural Network models with lots of examples (text generation, music generation, sentiment analysis, word embedding, speech recognition, attention-based machine translations etc.). Thanks a lot to Andrew and the team for this awesome course. ",5,1,275
211,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Andrew, again explained complicated structures very clearly. The first week might be a bit overwhelming and you might get lost with huge information overflow, but trust me, in week2 and week3 you will see how the dots are connected. Thank you Andrew for this amazing course.",5,1,274
212,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Thanks for making this course! I have been through all the courses in this specialization, and they are really excellent! Andrew has a great way of explaining things simply. It was easier for me to look at a couple of research papers after having gone through the lectures.",5,1,273
213,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Prof Andrew such a great person. He teaching from the heart where 99 % of Prof not doing it today. ,5,1,99
214,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Awesome. But the programming assignments need to be less erroneous and lectures and assignments could contain more technical and mathematical details to build the foundations. The programming assignments could be designed to allow the students to do more that spoonfeeding.,5,1,273
215,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"This was for me the best course on the deeplearning.ai series since I am a complete novice regarding sequence models. Nonetheless, I have managed to learn a lot and the material was very good (with often state of the art techniques). The assignments were excellent as well! ",5,1,274
216,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"I really liked this last course as I did not have much experience with NLP and with audio in general, as I did have with computer vision and image processing. The keyword detection model is really cool! After this specialization I am starting to build my own ML projects!",5,1,271
217,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"This is the hardest course in the specialisation, and may take some extra effort. For practical assignments I recommend getting familiar with Keras syntax and workflow, as here there is little hand-holding here,. the focus is on actual model architecture and algorithms.",5,1,270
218,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"This is not a good course, and even not a good tutor.. It is a great course and Andrew is really incredible tutor... I like this course so much and got tons of benefits... ",5,1,172
219,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"I really enjoyed the models presented in the course, as well as the accompanying exercises; I think Andrew and the team did a good job at giving intuition about the problems and coupling that with enough hands exercises to give better understanding of the implemtations",5,1,269
220,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Greatly explained. A lot of things explained in detail in just no that-much videos. Totally worth-it the specialisation!! Went from zero knowledge to know a lot of things about how it really works. Learned python (including keras and tensorflow) along the way as well.,5,1,268
221,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thanks for an enlightening course about sequences and how to apply machine learning concepts. This course has brought new light to how to solve some difficult sequencing tasks in my day to day work and I plan on looking for future courses from Andrew Ng in the future!,5,1,268
222,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Thank you for this amazing, indepth, structured course that has explained and ensured the understanding with resourceful vedios by Andrew Ng  Sir,  and quizzes  that check our understanding  and organized assignments. Thank you for the team for this wonderful course. ",5,1,268
223,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"The course is well structured! Dr Andrew Ng teaches very well all the concepts in the videos and also references to the papers. Along with the programming exercises, we can put in practise all the concepts from the videos. The exercises are also very well documented.",5,1,267
224,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"This was by far the most challenging and most interesting course of all the courses in the specialization. Really gives your brains a hard time, but after you see/hear (haha) the results, it seems that all that was worth the effort!!! THANKS ANDREW, for everything!!!",5,1,267
225,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very good course as all run by Andrew Ng :),5,1,43
226,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Amazing course and what a finish line. I only with the graded assignments are revisited as few of them have bugs in them. Also I hope the Word2Vec algorithm and word embedding in general is explained better and with exact steps.,5,1,228
227,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Awesome course and specialization. Now, to implement everything I learned in my own programs, and of course I will be sure to revisit the videos until everything becomes second nature. Learn, program, improve and repeat. Thanks!",5,1,228
228,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This course is excellent to get a start of deeplearning.,5,1,56
229,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"This was particularly intensive course of this whole series, learned a lot. ",5,1,76
230,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"I have many of books and blogs related to RNN, but was not clear and confident about it. And after studying only the first week video and lectures, I am so confident and happy that cant tell you!!! Thank you so much Andrew...;)",5,1,227
231,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"It seems like there are several and very useful RNN models. Many of them are very good at specific tasks, and if you take this course you will be abe to understand and implement many of them. It was a really amazing experience.",5,1,227
232,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,An excellent introduction to the theory and practice on recurrent deep neural networks. Great usage of all the 4 courses in this series to culminate with this course as a great finish to deep learning theory and implementation.,5,1,227
233,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Yet another amazing class!  I'm so grateful for the existence of these classes.  It makes mastering deep learning very much easier. My thanks to Andrew, and all others who have worked so hard to make this course possible!   :-)",5,1,227
234,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Most notably, an exercise guides one through the building of a recurrent network from scratch. More exercises show the value of different architectures and make the learner proficient in using neural network libraries (Keras).",5,1,226
235,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"It felt like an actually great course to understand what is what in deep learning world. So after this course there're still plenty things to learn, but now you will now at least what exactly why and when you should focus on.",5,1,225
236,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"This was quite a tough one.. But it was almost magical when the outputs of the assignment were successfully completed. Excellent. The discussion forums helped a lot, as the instructions were not very clear to novices like me. ",5,1,226
237,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Great explanation of hard material, still wish there were more assignments, and they were more complicated and less guided, or start with simple assignment and increase the complexity and eliminate the guidance in next ones.",5,1,224
237,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I think it is the best courses designed so far. Gives you exactly the appropriate amount of information needed to understand basics behind sequence models. A must do course for all the students who want to pursue a career in this field.,5,1,236
238,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Amazing course, Andrew Ng presents the material in a concise and intuitive manner. It would be nice to have access to all of the material needed to fool around with the assignments on our computers in an offline environment.",5,1,224
239,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Thank you for this wonderful sequence of courses! This whole concept is still a bit blurry for me, but as a lot of people during the interview have mentioned, one must simply exercise new skills to understand the technology. ",5,1,225
240,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,It's great course to get concepts right and overview. It will be great if you add further programming assignments(other than partially coded ones)  or resources as such where one can practice what he had learned as optional.,5,1,224
241,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Great choice of material, i would be happy to have one more week of that course to see more examples and have more time to familiarise with the concepts. All weeks were very useful and all the material was greatly explained.",5,1,224
242,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I enjoyed all the courses of the specialization but I was looking forward to Sequence Models the most. I think a lot has been covered in this course and I can't wait to try working on projects with the knowledge I now have.,5,1,223
243,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"This course is good , I learn RNN,LSTM,GRU etc.Just one thing, the last assignment is hard to submit.I guess maybe there is a systematic problem that need to be solved. Everything except that is great. Thanks a lot, Andrew.",5,1,223
244,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Andrew Ng does an excellent job of explaining and teaching various sequence models in a format that any layman can understand.  I really enjoyed this course and look forward to taking more corses with Mr. Ng and his staff in the future.,5,1,236
245,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Finally, I finished all the courses of the specialization within 4 weeks! Great courses, and I will recommend everyone I met who wants to learn ML and DL to go and see this series of courses. Thank Andrew Ng and course assistant as lot!",5,1,236
246,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This is my last course of deep learning specialization class. I've learned the hottest topics in AI fields. I am really appreciate the Prof. Ng for his wonderful teaching and excellent lectures and hard work. Thanks a lot to COURSERA. ,5,1,235
247,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent course. The instructor is able to teach difficult concepts in a very simple way which make them very easy to understand. Enjoyed the programming assignments. Looking forward to any course Andrew Ng might teach in the future.,5,1,234
248,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,¡Excelente curso! Llegar hasta acá haciendo la especialización vale el esfuerzo. Andrew Ng como siempre un gran maestro.,5,1,120
249,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Amazing course, highly recommended for learning about sequence models. It also covers transformers which are a relatively new topic. The labs also give you a a great introduction to using tensorflow to create and train your models.",5,1,231
250,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"the course is really well made, just enough theory and lots of practical labs.  Although it does not go deep in the theoretical explanation, it develops intuition and triggers a curiosity to go further and continue to learn.  ",5,1,226
251,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"My only constructive criticism is: more difficult homework, or more homework in general. The programming assignments seem very important for internalizing concepts, and this course covers a lot of material in a short period of time. ",5,1,233
252,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,A very efficient way to help me go through quite a difficult course with many linear algebra. Really thanks to the super power that you empowered me.,5,1,149
253,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"It wasn't easy to finish. Comparatively 3 weeks only, but the content is hard. Compared to Computer Vision techniques, NLP techniques are harder to develop an intuition around. But a great learning experience. Interesting projects.",5,1,231
254,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"This is an excellent course for a beginner like myself. I would like to thank Andrew for making this course available to everybody in the world. Thank you so much for your inspiring course. With best regards, Seungbum Hong.",5,1,223
255,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This course has helped me in developing an understanding for implementing sequence models through Recurrent Neural Networks that can be used in number of applications such as Natural Language Processing and Audio detection.,5,1,223
256,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"A briefly introduction of Sequence Models to solve sequence problem, such as translation, speech reorganization..etc. Homework is also very helpful to understand what is going on step by step under Recurrent Neural Network. ",5,1,224
257,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This is an excellence training course! I had a wonderful experience learning the leading edge Artificial Intelligence knowledge specialized with Deep Learning and believe this will make a life-long impact to my career path!,5,1,223
258,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"This Specialization is flawless. Yet I wish C5 W4, Transformer assignment, had more explanations, didn't have a couple of bugs, and had a cell for inference time experience with the model. All in All, 99 out of 100. Thanks ",5,1,223
259,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent Course! The maths and concepts were a bit tough to understand and I had to look up some(a lot) of stuff but the learning experience and the thrill of actualling building and training the model is very satisfying,5,1,221
260,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"My favorite by far, and I'm not a fan on NLP. Sequence Models, especially attention mechanisms seem to have so much potential. Interested in using them to look at time series data analytics for industrial iot applications.",5,1,222
262,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Every course with Andrew is worth it. He is great at explaining details and providing examples even for quite complex topics.,5,1,125
263,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,A very good course on Sequence Models starting from the basics to designing a trigger word detection model. I will surely recommend the course if you are a deep learning enthusiast or you want to brush up your skills in this field.,5,1,231
264,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Excellent material; though VERY dense. Notebooks still have some issues, but forums are really helpful. I feel that first 3 courses were much better prepared; though CNNs/RNNs are still super-useful despite not being 100% polished.",5,1,231
265,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Really funny section about sequence model with interesting examples, helping me to understand how to learn the pattern of sequence data and transfer it to useful information. arouse my curiosity about other application in this area",5,1,231
266,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Amazing set of courses.  Learned a ton of information that I will directly use at my current work and beyond.  And Andrew is a fantastic teacher that really engages with his students (despite this being an on-demand online course).,5,1,231
267,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I enjoyed this course thoroughly. Excellent platform to start  Deep Learning. This course has touched almost every concept of deep learning. It has provided me the solid base now I am confident enough to take it to the next level.,5,1,230
268,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"The course was very well structured from the basics of RNN progressing slowly towards LSTM, GRU, word embedding and attention model finally. Kudos to the instructor and the team for providing such a good course on sequence models.",5,1,230
269,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Thank you Andrew! Learned great things from this deep learning specialization course. The knowledge and certification I gained will help long way, in shaping my career. Thanks once again to the creators of this wonderful course :)",5,1,230
270,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Amazing job once again by Andrew and his team. The world needs much more of this! Specially more implementations that can be put into use easily in real-life apps and projects. Now we know the theory, we can put it into practice. ",5,1,230
271,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I have learnt a lot from this course and it is very interesting to be part of this course as i understood the concepts of NLP in deep learning which is the most fascinating technology to learn and implement in real world problems,5,1,229
272,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"The first week of this course is maybe the most harder week of all the Deep Learning Specialization. But,  with Sequence Models I have understand infinite better the great possibilities of this techniques for improving the world. ",5,1,230
273,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Great course, programming assignments become more interesting in the later section of the specialization. Really get you thinking ! Had a lot of fun learning these skills through the entire 5 courses, would definitely recommend.",5,1,228
274,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"After finishing this course, I'm so fired up by the potential projects I can build with this knowledge that I feel adrenaline coursing through my veins. Thank you Prof. Andrew Ng. Thank you Deeplearning.ai team. You're the best.",5,1,228
275,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,The Course was Excellent. Sir's teaching was Excellent. I understood the techniques of Sequence Models and Natural Language Processing. The Programming Assignments were Excellent.  The Deep Learning Specialization was Excellent.,5,1,228
276,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"The only trouble with this course is that we're talking about seriously deep networks. That means it's difficult to present working, practical cases (jupyter notebooks) to work all the steps.",5,1,191
277,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"This series of course provides a comprehensive overview of NLP algorithm and different applications. I really enjoy the projects the deal with audio files. The course skip the linear algebra and differentiation part that not everyone wants to look into. But I hope it will be better if we could also implement the data processing functions of different types of sequential inputs, since data preprocessing is also significant",5,1,425
278,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"My knowledge has been upgraded to the next level through Coursera's Deep Learning Specialization. Through systematic and easy-to-understand explanations, quizzes, and program exercises, I was able to increase my interest and understanding of Deep Learning. Based on this, I really want to change my field of work and work related to Deep Learning. My goal is to make myself a person who uses AI without being replaced by AI.",5,1,424
279,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This was a great intro to RNNs and Sequence Models. ,5,1,52
280,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I had struggled with the complexity of Sequence Models ever since I started learning about Machine Learning models. This course gave me an easier intuition to the sequence models without dwelling too deep into the mathematical complexities. As a person who has very little experience with Linear Algebra this helped me a lot to understand and apply such architectures to solve problem. Thanks Prof Andrew and the team! :),5,1,421
281,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"I think it is a great course.  There are some issues here and there with notebooks and related materials.  However, considering the large and detailed amount of content in this course and it being a new course, things not being 100% perfect is OK by me.  I would rather have the thoughtful content and exercises, versus something much lighter that would be easier to produce.  Thank you to all who prepare these courses.",5,1,420
282,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Absolutely fantastic. I am Deep Learning professional focusing on Computer Vision and had worked in Vision all my life. I started learning multi-modal AI, and found that my foundations on Sequence Models was shaky. So I came here and learned much about them. Now I can continue my journey towards muti-modal AI such as CNN-RNN hybrid models for image captioning. Such lucid explanations! Andrew Ng is a great teacher.",5,1,417
283,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Superb course structure, the assignments beautifully complement the lectures and the amount of guidance makes it easy even for someone not too acquainted with programming. As a suggestion would have liked slightly organized detailed presentations which would help in reviewing the course material later by glancing through rather than going through the lectures. Over all an awesome course with great learning. Thanks   ",5,1,420
284,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I enjoyed learning all the five courses of this deep learning specialization. Special thanks should go to Dr. Andrew and the instructors for delivering the course material in an interesting manner. Quite frankly I'm a little bit disappointed with this specialization being too short. Expect more courses in this specialization in the future. (Maybe reinforced learning).Again thank you all for this great experience.,5,1,416
285,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"I'm grateful for the chance to take the 5 courses in this program for a very affordable price.  It is the best educational deal I've ever come across.  The courses are well taught, I will continue on to take other courses offered online on the same subject.  Thanks to  everyone who made this possible, and I will definitely try to make a contribution to humanity as Prof. Ng has challenged us to do.  ",5,1,402
286,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Pretty interesting course, learned a lot about natural language processing using differen approaches for different input types. There were some challenges with completing the assignments, but they're managable by checking out the forums for help. Although I might not fully grasp the content material or algorithms, I still learned a lot or at least gain some familiarity through the lectures and assignments. ",5,1,410
287,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Thank you Prof. Andrew Ng and team for these series of courses. The entire specialization was brilliant and the way the programming exercises were structured, using real-life examples was the best part of all. Prof. Andrew Ng always has a smile on his face when he explains the concepts and he is so humble that he thanks us for spending time doing the specialization, whereas it should be the other way round.",5,1,410
288,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"I highly recommend this course to all audience. Professor Ng is an outstanding researcher with tremendous amount of experience. Moreover, he is a well-known lecturer in terms of his clear explanation and interesting examples provided in class. I have gained a lot of experience as well as knowledge in the field of deep learning. I am very grateful for his time and effort for providing all the resources here. ",5,1,411
289,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"The best online course I've seen anywhere about recurrent neural networks! Prof. Andrew Ng explains everything in such a simple manner. For example, understanding the structure of LSTMs is quite challenging, but Prof. Andrew Ng explains it in a very easy to understand fashion. Likewise with GRUs, Seq2Seq models, bidirectional RNNs, etc. And the code exercises have very beautiful and detailed explanations. 

",5,1,411
290,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Thanks Professor Andrew Ng and team for the deep learning specialization. The course material was well designed for online learning. The assignments were perfectly manageable with a few hours of investment every week and the learning was very effective. Last but not least, I found Professor Ng's wisdom, insights, tips to be invaluable to anyone regardless of their level of expertise in machine learning.",5,1,406
291,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"This was the best course among 5 course specialization. It was well designed, structured and application oriented. Assignments were pretty fun to solve as they involved solving real world problems. This course gave me direct exposure to industry level problems and helped me gain more insights towards the future of deep learning. Because of this I am really excited to continue working in deep learning.",5,1,404
292,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Hello Andrew, I am a big fan of you. Learning from your every course. Very unfortunate that I can do that remotely only. ",5,1,121
293,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"The Sequence Models course covers state-of-the-art deep learning methodology as of 2018. The instructor is awesome. The assignments help solidify concepts presented in lecture videos. One nitpicking comment. This course, being relatively new, was less polished compared to the other courses in Deep Learning Specialization. I'm sure future updates will eliminate glitches and errors in the near future.",5,1,402
294,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Good course to help you understand how sequence models work and how to apply them for various problems. Majority of topics are explained quite well. Practical problems sometimes could be a challenge, but every problem has hints and a bit of theory provided. Overall this course was  a very positive experience and I do recommend it. Special thanks for the people who made this course possible.",5,1,393
295,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"I liked that this course was a bit harder than others in the specialization (well partly because It felt like notebooks were made in a bit of hurry here) but it was a good thing for me, since I had to think more on the programming excercises, read Keras documentation, derive backprop equations - and I believe such engagement with the topic really allows to understand and remember it better.",5,1,393
296,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"It's been so rewarding to apply what I've learned in the previous courses of the Deep Learning specialization to time-based problems. I feel I have a better understanding of how some of the ""magic"" technology like virtual assistants and speech recognition work. While the material in the first four parts was also very useful, the specialization would have felt incomplete without this course.",5,1,393
297,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Where shall I start...? This module was by far the hardest I made, but I'm really glad I was able to finish it somehow (Searching of my own typos was quite challenging task and I thought my head explodes). Anyway this set of courses is great and I will continue further in my path exploring the world of AI. Thank you guys for the effort you spent to share your knowledge with us. Great job!",5,1,391
298,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Another outstanding course about Deep Learning.,5,1,47
299,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"The course assignments were very interesing and engaging - clearly a lot of time has been invested in them.  The quizzes were not easy but also not too difficult.  The combined quizzes/assignnments helped reinforce the lectures.     As always, the lectures were great.  Perhaps one improvement would be to allocate another week for the transformers as this material was not as well explored.",5,1,391
300,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"It's a great class, and Andrew Ng is a great instructor. I wish the exercises were a bit harder. Since the course is aimed at all and I am coming from a graduate degree in the sciences, I realize it's hard to cater to all educational backgrounds. I would have liked to see optional/honors exercises to get us more involved. Other than that, I loved the class. Thanks so much for teaching it.",5,1,391
301,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I think the course and specialization are special. It requires a lot of hours to finish it. It can be a great review of specific topics in the deep learning subject. Thank you for allowing us to reach those specific topics easily. Great content,5,1,244
302,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"The course explains the fundamentals of RNNs, GRUs, and LSTMs in a very easy manner with plenty of illustrations and programming exercises. Although, some of the exercises are optional but doing those actually help reinforce essential concepts. ",5,1,245
303,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Très intéressant. Les papiers scientifiques illustrés dans les travaux pratiques sont récents et cela fait plaisir de comprendre comment marchent ces réseaux de neurones de notre quotidien (traduction google, trigger word, style transfert, ...)",5,1,244
304,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"State-of-the-art and in-depth content, inspiring and engaging lectures throughout the whole specialisation. I will be eternally grateful to all of you who created this (and the other) courses. Thank you, Coursera, thank you so much, Andrew Ng! ",5,1,244
305,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very useful for understanding what 'sequential' means in DL. I expected as some new solution to the time series scenarios but it turns out a different area from the quantative techniques. It might be helpful applied to more 'sequential' areas. ,5,1,244
